path,label,mar
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f710_no_yawn.jpg,no_yawn,0.067
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f720_no_yawn.jpg,no_yawn,0.0885
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f730_no_yawn.jpg,no_yawn,0.0844
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f740_no_yawn.jpg,no_yawn,0.074
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f750_no_yawn.jpg,no_yawn,0.0713
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f760_no_yawn.jpg,no_yawn,0.0882
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f770_no_yawn.jpg,no_yawn,0.0892
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f780_no_yawn.jpg,no_yawn,0.0891
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f790_no_yawn.jpg,no_yawn,0.0611
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f800_no_yawn.jpg,no_yawn,0.044
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f810_no_yawn.jpg,no_yawn,0.0593
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f820_no_yawn.jpg,no_yawn,0.0486
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f830_no_yawn.jpg,no_yawn,0.0542
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f840_no_yawn.jpg,no_yawn,0.0706
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f850_no_yawn.jpg,no_yawn,0.0654
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f860_no_yawn.jpg,no_yawn,0.0728
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f870_no_yawn.jpg,no_yawn,0.0659
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f880_no_yawn.jpg,no_yawn,0.0659
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f890_no_yawn.jpg,no_yawn,0.0522
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f900_no_yawn.jpg,no_yawn,0.035
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f910_no_yawn.jpg,no_yawn,0.0357
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f920_no_yawn.jpg,no_yawn,0.0526
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f930_no_yawn.jpg,no_yawn,0.0503
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f940_no_yawn.jpg,no_yawn,0.0557
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f950_no_yawn.jpg,no_yawn,0.0547
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f960_no_yawn.jpg,no_yawn,0.0429
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f970_no_yawn.jpg,no_yawn,0.0694
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f980_no_yawn.jpg,no_yawn,0.0572
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f990_no_yawn.jpg,no_yawn,0.0673
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1000_no_yawn.jpg,no_yawn,0.0596
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1010_no_yawn.jpg,no_yawn,0.0578
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1020_no_yawn.jpg,no_yawn,0.087
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1030_no_yawn.jpg,no_yawn,0.0794
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1040_no_yawn.jpg,no_yawn,0.074
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1050_no_yawn.jpg,no_yawn,0.0907
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1060_no_yawn.jpg,no_yawn,0.0592
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1070_no_yawn.jpg,no_yawn,0.0452
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1080_no_yawn.jpg,no_yawn,0.0408
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1090_no_yawn.jpg,no_yawn,0.0349
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1100_no_yawn.jpg,no_yawn,0.0405
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1110_no_yawn.jpg,no_yawn,0.0478
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1120_no_yawn.jpg,no_yawn,0.0659
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1140_no_yawn.jpg,no_yawn,0.0862
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1160_no_yawn.jpg,no_yawn,0.0626
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1170_no_yawn.jpg,no_yawn,0.0616
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1180_no_yawn.jpg,no_yawn,0.0387
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1190_no_yawn.jpg,no_yawn,0.0396
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1200_no_yawn.jpg,no_yawn,0.0422
data/yawdd_frames/raw\no_yawn\10-FemaleNoGlasses.avi_f1210_no_yawn.jpg,no_yawn,0.0435
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f0_no_yawn.jpg,no_yawn,0.0463
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f10_no_yawn.jpg,no_yawn,0.0605
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f20_no_yawn.jpg,no_yawn,0.0364
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f30_no_yawn.jpg,no_yawn,0.0308
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f40_no_yawn.jpg,no_yawn,0.0497
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f50_no_yawn.jpg,no_yawn,0.073
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f60_no_yawn.jpg,no_yawn,0.0471
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f70_no_yawn.jpg,no_yawn,0.0408
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f80_no_yawn.jpg,no_yawn,0.0449
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f90_no_yawn.jpg,no_yawn,0.072
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f100_no_yawn.jpg,no_yawn,0.0734
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f110_no_yawn.jpg,no_yawn,0.0697
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f120_no_yawn.jpg,no_yawn,0.0576
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f130_no_yawn.jpg,no_yawn,0.0557
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f140_no_yawn.jpg,no_yawn,0.0537
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f150_no_yawn.jpg,no_yawn,0.0451
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f160_no_yawn.jpg,no_yawn,0.0511
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f170_no_yawn.jpg,no_yawn,0.0627
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f180_no_yawn.jpg,no_yawn,0.0378
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f190_no_yawn.jpg,no_yawn,0.0447
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f200_no_yawn.jpg,no_yawn,0.0371
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f210_no_yawn.jpg,no_yawn,0.0217
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f220_no_yawn.jpg,no_yawn,0.0228
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f230_no_yawn.jpg,no_yawn,0.0266
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f240_no_yawn.jpg,no_yawn,0.0346
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f250_no_yawn.jpg,no_yawn,0.0297
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f260_no_yawn.jpg,no_yawn,0.0265
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f270_no_yawn.jpg,no_yawn,0.0214
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f280_no_yawn.jpg,no_yawn,0.043
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f290_no_yawn.jpg,no_yawn,0.0717
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f300_no_yawn.jpg,no_yawn,0.0136
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f310_no_yawn.jpg,no_yawn,0.0333
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f320_no_yawn.jpg,no_yawn,0.0416
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f330_no_yawn.jpg,no_yawn,0.0556
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f340_no_yawn.jpg,no_yawn,0.0327
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f350_no_yawn.jpg,no_yawn,0.0247
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f360_no_yawn.jpg,no_yawn,0.028
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f370_no_yawn.jpg,no_yawn,0.0235
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f380_no_yawn.jpg,no_yawn,0.0288
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f390_no_yawn.jpg,no_yawn,0.0254
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f400_no_yawn.jpg,no_yawn,0.0314
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f410_no_yawn.jpg,no_yawn,0.024
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f420_no_yawn.jpg,no_yawn,0.0284
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f430_no_yawn.jpg,no_yawn,0.0047
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f440_no_yawn.jpg,no_yawn,0.0124
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f450_no_yawn.jpg,no_yawn,0.0207
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f460_no_yawn.jpg,no_yawn,0.023
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f470_no_yawn.jpg,no_yawn,0.0191
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f480_no_yawn.jpg,no_yawn,0.0465
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f490_no_yawn.jpg,no_yawn,0.0556
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f500_no_yawn.jpg,no_yawn,0.0642
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f510_no_yawn.jpg,no_yawn,0.0579
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f520_no_yawn.jpg,no_yawn,0.052
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f530_no_yawn.jpg,no_yawn,0.042
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f540_no_yawn.jpg,no_yawn,0.05
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f550_no_yawn.jpg,no_yawn,0.0588
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f560_no_yawn.jpg,no_yawn,0.036
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f570_no_yawn.jpg,no_yawn,0.0204
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f580_no_yawn.jpg,no_yawn,0.0248
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f590_no_yawn.jpg,no_yawn,0.029
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f600_no_yawn.jpg,no_yawn,0.0195
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f610_no_yawn.jpg,no_yawn,0.02
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f620_no_yawn.jpg,no_yawn,0.0207
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f630_no_yawn.jpg,no_yawn,0.0294
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f640_no_yawn.jpg,no_yawn,0.0218
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f650_no_yawn.jpg,no_yawn,0.022
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f660_no_yawn.jpg,no_yawn,0.0235
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f670_no_yawn.jpg,no_yawn,0.0338
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f680_no_yawn.jpg,no_yawn,0.038
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f690_no_yawn.jpg,no_yawn,0.0362
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f700_no_yawn.jpg,no_yawn,0.0265
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f710_no_yawn.jpg,no_yawn,0.0393
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f720_no_yawn.jpg,no_yawn,0.0408
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f730_no_yawn.jpg,no_yawn,0.0418
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f740_no_yawn.jpg,no_yawn,0.028
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f750_no_yawn.jpg,no_yawn,0.0246
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f760_no_yawn.jpg,no_yawn,0.0299
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f770_no_yawn.jpg,no_yawn,0.066
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f780_no_yawn.jpg,no_yawn,0.0717
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f790_no_yawn.jpg,no_yawn,0.0561
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f800_no_yawn.jpg,no_yawn,0.0389
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f810_no_yawn.jpg,no_yawn,0.0299
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f820_no_yawn.jpg,no_yawn,0.0217
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f830_no_yawn.jpg,no_yawn,0.0195
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f840_no_yawn.jpg,no_yawn,0.0208
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f850_no_yawn.jpg,no_yawn,0.0272
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f860_no_yawn.jpg,no_yawn,0.0377
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f870_no_yawn.jpg,no_yawn,0.0377
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f880_no_yawn.jpg,no_yawn,0.0311
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f890_no_yawn.jpg,no_yawn,0.0306
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f900_no_yawn.jpg,no_yawn,0.033
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f910_no_yawn.jpg,no_yawn,0.0288
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f920_no_yawn.jpg,no_yawn,0.0312
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f930_no_yawn.jpg,no_yawn,0.0337
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f940_no_yawn.jpg,no_yawn,0.0221
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f950_no_yawn.jpg,no_yawn,0.0278
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f960_no_yawn.jpg,no_yawn,0.0348
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f970_no_yawn.jpg,no_yawn,0.0468
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f980_no_yawn.jpg,no_yawn,0.0291
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f990_no_yawn.jpg,no_yawn,0.0346
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1000_no_yawn.jpg,no_yawn,0.0164
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1010_no_yawn.jpg,no_yawn,0.0258
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1020_no_yawn.jpg,no_yawn,0.0145
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1030_no_yawn.jpg,no_yawn,0.0134
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1040_no_yawn.jpg,no_yawn,0.0321
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1050_no_yawn.jpg,no_yawn,0.0279
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1060_no_yawn.jpg,no_yawn,0.0263
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1070_no_yawn.jpg,no_yawn,0.0318
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1080_no_yawn.jpg,no_yawn,0.0246
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1090_no_yawn.jpg,no_yawn,0.027
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1100_no_yawn.jpg,no_yawn,0.0291
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1110_no_yawn.jpg,no_yawn,0.0356
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1120_no_yawn.jpg,no_yawn,0.0345
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1130_no_yawn.jpg,no_yawn,0.02
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1140_no_yawn.jpg,no_yawn,0.0272
data/yawdd_frames/raw\no_yawn\4-FemaleNoGlasses.avi_f1150_no_yawn.jpg,no_yawn,0.0236
